epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7027725,1.4569513360091324,0.81686264,0.56225246,0.7631394,1.4521980259153577,0.8173401,0.6804485
1,0.76201135,1.3275983565970833,0.85700977,0.63371795,0.7785564,1.4086231099234687,0.8379052,0.706377
2,0.78629243,1.2740629568595945,0.8747452,0.6650594,0.80588645,1.3258978539043003,0.85134035,0.73440784
3,0.7835371,1.2490456017648084,0.8746336,0.6679869,0.79957956,1.3246445973714194,0.85667217,0.72880167
4,0.8122955,1.197661312800257,0.89271784,0.7093163,0.7911703,1.3111713515387642,0.8485597,0.7224947
5,0.8164284,1.1650825258128221,0.89145446,0.7113828,0.84302735,1.2091807776027255,0.897166,0.7764541
6,0.8410539,1.1137055522586303,0.9070304,0.74427414,0.83531886,1.2460957182778252,0.88699186,0.764541
7,0.8381264,1.1237775129029524,0.90821457,0.74634063,0.8339173,1.2092071599430507,0.8898643,0.7813595
8,0.8572413,1.0773073223385647,0.923363,0.7697606,0.82620883,1.2422832316822476,0.87619805,0.7687456
9,0.86860687,1.0549409804480487,0.92634153,0.78181505,0.8395235,1.2046663072374133,0.89888537,0.7911703
10,0.8732564,1.0365627248212888,0.9265593,0.79300845,0.850035,1.1766694876882764,0.9007206,0.7883672
11,0.8853108,1.0144341008396718,0.9355484,0.80489063,0.85143656,1.1583908279736836,0.90023565,0.8030834
12,0.89151025,0.9981302843254816,0.9385043,0.8147064,0.8549404,1.1546190606223212,0.89928627,0.79467416
13,0.8956432,0.9807856508370457,0.9429868,0.8231445,0.8444289,1.1504142271147835,0.8905166,0.8093903
14,0.9016704,0.9635360918788999,0.94612664,0.82865506,0.8535389,1.1453597042295667,0.900232,0.81569725
15,0.9078698,0.9624044790887085,0.9483059,0.8434648,0.85634196,1.1160151468382942,0.9087394,0.82340574
16,0.91114175,0.9358675864080729,0.94914603,0.85173064,0.8626489,1.1577630930476719,0.90114945,0.8241065
17,0.913036,0.9315744484376226,0.95067436,0.8496642,0.86194813,1.1268148395750257,0.9036697,0.82831115
18,0.92336833,0.918523487010921,0.95640635,0.86895126,0.8675543,1.1154317299524943,0.9128405,0.8220042
